Gender, Age, Job, Zodiac, AvgPostLength, AvgWordLength, AvgPostFrequency, NumURL, NumInternetWords, NumAdjectives, Num_the, Num_i, Num_and, Num_him, Num_of 
female, 27, Non-Profit, Capricorn, 878.500000, 3.930649, 3.500000, 0.049217, 0.000000, 0.024609, 0.024609, 0.044743, 0.053691, 0.046980, 0.006711 
male, 23, Student, Pisces, 834.857143, 3.962034, 0.857143, 0.059661, 0.000000, 0.025763, 0.040678, 0.048136, 0.044746, 0.051525, 0.013559 
female, 15, indUnk, Sagittarius, 520.666667, 3.554039, 1.500000, 0.091013, 0.000000, 0.021615, 0.020478, 0.077361, 0.030717, 0.081911, 0.007964 
male, 16, Student, Scorpio, 797.750000, 3.686886, 1.000000, 0.091854, 0.000000, 0.020797, 0.032351, 0.071635, 0.036395, 0.079145, 0.024263 
female, 17, Technology, Leo, 298.857143, 3.917603, 0.857143, 0.061798, 0.000000, 0.026217, 0.028090, 0.041199, 0.037453, 0.056180, 0.014981 
female, 26, indUnk, Aquarius, 344.444444, 3.934010, 1.333333, 0.034264, 0.001269, 0.020305, 0.035533, 0.016497, 0.045685, 0.024112, 0.010152 
male, 24, indUnk, Aries, 1736.500000, 4.212250, 2.000000, 0.043663, 0.000000, 0.033354, 0.040631, 0.022438, 0.064281, 0.022438, 0.021831 
male, 25, Technology, Virgo, 988.333333, 4.379616, 1.000000, 0.041359, 0.000000, 0.039882, 0.039143, 0.022895, 0.055391, 0.031019, 0.021418 
female, 16, indUnk, Sagittarius, 1388.000000, 3.954416, 1.600000, 0.046724, 0.000000, 0.029060, 0.036467, 0.036467, 0.045014, 0.046724, 0.017094 
female, 15, Student, Aquarius, 544.692308, 4.011898, 0.692308, 0.068555, 0.003399, 0.023796, 0.030028, 0.049858, 0.049292, 0.064589, 0.004533 
male, 15, HumanResources, Scorpio, 948.800000, 4.121633, 0.800000, 0.046916, 0.000869, 0.040834, 0.044309, 0.030408, 0.059948, 0.036490, 0.023458 
female, 23, Student, Taurus, 1211.333333, 4.235431, 2.000000, 0.061772, 0.000000, 0.032634, 0.036131, 0.044289, 0.054779, 0.054779, 0.029138 
female, 17, indUnk, Scorpio, 58.320000, 3.961957, 0.090000, 0.169158, 0.000000, 0.014946, 0.065897, 0.008152, 0.047554, 0.008832, 0.016304 
male, 36, Religion, Leo, 2649.500000, 4.301136, 4.000000, 0.057630, 0.000000, 0.038149, 0.057630, 0.033279, 0.043019, 0.038961, 0.035714 
female, 26, indUnk, Scorpio, 1628.000000, 4.380269, 2.333333, 0.037668, 0.000000, 0.052915, 0.049327, 0.028700, 0.053812, 0.033184, 0.030493 
female, 17, indUnk, Taurus, 783.300000, 3.780405, 0.000000, 0.063707, 0.000965, 0.024131, 0.031853, 0.055019, 0.052606, 0.066120, 0.016892 
male, 25, indUnk, Leo, 1638.833333, 3.776114, 1.833333, 0.064132, 0.000000, 0.029954, 0.034562, 0.052995, 0.051075, 0.059524, 0.012673 
female, 14, Student, Capricorn, 851.250000, 3.693059, 0.750000, 0.053145, 0.022777, 0.018438, 0.036876, 0.028200, 0.041215, 0.033623, 0.011931 
female, 27, indUnk, Pisces, 1406.885714, 3.722764, 6.542857, 0.051939, 0.000000, 0.019732, 0.050881, 0.040750, 0.049066, 0.046723, 0.010206 
female, 16, Student, Cancer, 1339.875000, 3.843313, 0.625000, 0.062747, 0.000000, 0.029043, 0.037648, 0.053066, 0.044460, 0.067049, 0.017569 
female, 23, indUnk, Virgo, 862.277778, 3.843259, 0.277778, 0.061038, 0.000000, 0.026000, 0.026990, 0.045066, 0.039123, 0.051752, 0.008543 
male, 35, indUnk, Libra, 463.555556, 4.155378, 1.000000, 0.051793, 0.002988, 0.030876, 0.026892, 0.031873, 0.070717, 0.033865, 0.024900 
male, 16, Student, Scorpio, 784.000000, 4.153642, 0.750000, 0.026490, 0.000000, 0.027815, 0.033113, 0.009272, 0.042384, 0.019868, 0.027815 
female, 35, indUnk, Cancer, 733.833333, 4.287244, 0.500000, 0.052580, 0.000974, 0.041870, 0.045764, 0.023369, 0.052580, 0.030185, 0.007790 
female, 13, Student, Taurus, 787.000000, 3.961409, 1.666667, 0.067953, 0.000839, 0.020973, 0.018456, 0.057047, 0.052852, 0.071309, 0.016779 
female, 15, indUnk, Cancer, 716.000000, 3.843558, 1.285714, 0.065951, 0.006902, 0.026074, 0.033742, 0.052147, 0.036043, 0.064417, 0.015337 
male, 26, Student, Aquarius, 2239.000000, 3.785292, 3.500000, 0.072697, 0.000000, 0.020287, 0.054100, 0.057481, 0.049028, 0.061708, 0.008453 
female, 15, indUnk, Leo, 969.333333, 4.522551, 1.333333, 0.068429, 0.004666, 0.037325, 0.034215, 0.049767, 0.041991, 0.054432, 0.012442 
male, 24, Military, Leo, 2713.272727, 4.221499, 0.909091, 0.038472, 0.000000, 0.031400, 0.058982, 0.021216, 0.052475, 0.024328, 0.024045 
female, 42, indUnk, Leo, 1369.285714, 4.030698, 1.428571, 0.036585, 0.000000, 0.018923, 0.038267, 0.027334, 0.040370, 0.034483, 0.020185 
female, 27, Advertising, Sagittarius, 540.000000, 4.060150, 0.333333, 0.075188, 0.000000, 0.037594, 0.027569, 0.067669, 0.027569, 0.075188, 0.022556 
male, 25, Student, Cancer, 1377.500000, 4.291277, 0.000000, 0.060748, 0.000000, 0.042056, 0.043614, 0.049844, 0.038941, 0.049844, 0.015576 
female, 27, Technology, Aquarius, 803.200000, 3.960552, 0.900000, 0.031558, 0.000000, 0.022189, 0.044872, 0.023176, 0.024162, 0.029093, 0.007890 
female, 23, Education, Libra, 805.800000, 3.907856, 2.000000, 0.056256, 0.000000, 0.028128, 0.032978, 0.044617, 0.046557, 0.060136, 0.015519 
female, 24, Arts, Taurus, 1001.800000, 4.055870, 0.900000, 0.046964, 0.000810, 0.035223, 0.039271, 0.035223, 0.039271, 0.040081, 0.012955 
female, 41, Communications-Media, Taurus, 6414.333333, 3.986534, 0.333333, 0.053864, 0.000000, 0.033147, 0.074580, 0.041848, 0.044127, 0.055314, 0.017195 
female, 23, indUnk, Leo, 2024.125000, 4.426736, 0.750000, 0.036359, 0.000547, 0.038819, 0.045107, 0.017496, 0.050027, 0.018863, 0.018316 
female, 15, Student, Taurus, 1304.500000, 3.792151, 0.000000, 0.052326, 0.004360, 0.017442, 0.020349, 0.047965, 0.066860, 0.068314, 0.004360 
male, 17, Student, Libra, 2831.400000, 3.863810, 1.400000, 0.055131, 0.000000, 0.032751, 0.049400, 0.043941, 0.054312, 0.049945, 0.010644 
male, 15, Student, Libra, 566.250000, 4.103261, 2.250000, 0.048913, 0.007246, 0.019928, 0.045290, 0.045290, 0.025362, 0.052536, 0.012681 
female, 26, Military, Virgo, 976.800000, 4.135478, 0.800000, 0.085521, 0.000000, 0.039797, 0.033023, 0.062659, 0.056732, 0.066046, 0.014395 
female, 25, indUnk, Virgo, 674.800000, 3.946199, 0.800000, 0.076023, 0.000000, 0.019883, 0.038596, 0.056140, 0.040936, 0.061988, 0.022222 
male, 16, Student, Scorpio, 642.333333, 3.702209, 1.166667, 0.052834, 0.002882, 0.024015, 0.046110, 0.013449, 0.038425, 0.016330, 0.015370 
male, 27, Banking, Pisces, 1501.000000, 4.155592, 2.000000, 0.041528, 0.000000, 0.026578, 0.055925, 0.031008, 0.037652, 0.037652, 0.017165 
female, 26, indUnk, Virgo, 3962.769231, 4.185230, 0.769231, 0.047770, 0.000325, 0.031765, 0.036884, 0.035502, 0.043708, 0.043220, 0.014948 
female, 17, indUnk, Sagittarius, 923.800000, 3.931064, 1.400000, 0.050213, 0.005106, 0.023830, 0.046809, 0.040000, 0.060426, 0.046809, 0.021277 
female, 15, Student, Pisces, 943.538462, 4.250173, 0.769231, 0.042966, 0.000000, 0.036036, 0.036383, 0.029106, 0.051975, 0.043313, 0.012821 
male, 25, Internet, Capricorn, 2377.000000, 4.591932, 0.411765, 0.013864, 0.000227, 0.039091, 0.047955, 0.002273, 0.044773, 0.002386, 0.021932 
female, 23, Advertising, Aquarius, 744.692308, 4.010356, 0.230769, 0.041839, 0.000000, 0.028998, 0.031483, 0.031483, 0.048467, 0.036454, 0.019056 
male, 17, Non-Profit, Leo, 566.571429, 4.006061, 0.428571, 0.058586, 0.000000, 0.017172, 0.039394, 0.041414, 0.052525, 0.045455, 0.011111 
female, 24, indUnk, Leo, 1311.000000, 3.933000, 1.333333, 0.061500, 0.000500, 0.029500, 0.041000, 0.051000, 0.025500, 0.071000, 0.005500 
male, 15, Accounting, Scorpio, 337.900000, 3.835414, 0.500000, 0.051078, 0.000000, 0.014756, 0.029512, 0.038593, 0.068104, 0.045403, 0.011351 
male, 25, Technology, Aries, 658.857143, 4.477670, 1.000000, 0.029126, 0.000971, 0.031068, 0.045631, 0.016505, 0.065049, 0.017476, 0.020388 
male, 35, Sports-Recreation, Capricorn, 1803.684211, 4.471555, 2.157895, 0.017354, 0.000000, 0.032229, 0.071112, 0.002088, 0.042537, 0.003132, 0.022443 
male, 33, indUnk, Aries, 1016.333333, 4.011842, 1.000000, 0.047368, 0.000000, 0.017105, 0.048684, 0.027632, 0.040789, 0.035526, 0.017105 
male, 14, Education, Scorpio, 503.750000, 4.112245, 1.000000, 0.051020, 0.000000, 0.046939, 0.038776, 0.044898, 0.061224, 0.055102, 0.014286 
female, 15, Student, Gemini, 420.400000, 3.943715, 1.400000, 0.058161, 0.000000, 0.037523, 0.037523, 0.046904, 0.048780, 0.054409, 0.007505 
male, 34, Internet, Taurus, 395.388889, 4.834918, 0.055556, 0.027174, 0.000000, 0.062500, 0.086957, 0.001359, 0.042799, 0.002038, 0.036685 
male, 24, Student, Sagittarius, 910.333333, 3.787795, 1.666667, 0.052705, 0.000000, 0.031900, 0.034674, 0.040222, 0.054092, 0.044383, 0.011096 
male, 26, Education, Aries, 598.750000, 5.084926, 2.250000, 0.042463, 0.000000, 0.053079, 0.050955, 0.010616, 0.055202, 0.012739, 0.036093 
female, 34, Publishing, Aquarius, 1708.600000, 4.334348, 1.400000, 0.043125, 0.000000, 0.038052, 0.054287, 0.027397, 0.048706, 0.031963, 0.023338 
female, 15, Education, Scorpio, 888.857143, 3.780073, 1.285714, 0.044957, 0.002430, 0.013366, 0.049818, 0.035844, 0.036452, 0.036452, 0.011543 
male, 34, Religion, Pisces, 965.000000, 4.037657, 0.000000, 0.044630, 0.000000, 0.050209, 0.034868, 0.029289, 0.054393, 0.040446, 0.023710 
female, 14, Student, Taurus, 631.333333, 4.256180, 1.333333, 0.062921, 0.000000, 0.030337, 0.035955, 0.048315, 0.044944, 0.052809, 0.014607 
female, 15, Student, Gemini, 2745.500000, 3.910969, 1.500000, 0.084758, 0.000000, 0.019231, 0.045584, 0.071937, 0.059117, 0.074786, 0.010684 
female, 17, Student, Cancer, 1375.714286, 3.925805, 0.857143, 0.043212, 0.005300, 0.024868, 0.038320, 0.019568, 0.033428, 0.022014, 0.006523 
female, 24, Advertising, Virgo, 792.800000, 4.069815, 1.400000, 0.069815, 0.000000, 0.027721, 0.030801, 0.054415, 0.058522, 0.061602, 0.016427 
female, 33, indUnk, Leo, 2985.250000, 4.212736, 0.000000, 0.029458, 0.000000, 0.037926, 0.053096, 0.018522, 0.058211, 0.024696, 0.024167 
female, 17, Student, Taurus, 1814.500000, 3.914779, 1.500000, 0.044229, 0.000000, 0.022654, 0.032362, 0.032362, 0.056095, 0.048544, 0.015102 
male, 24, indUnk, Cancer, 528.166667, 4.626277, 317.166667, 0.151825, 0.000000, 0.030657, 0.043796, 0.014599, 0.037956, 0.018978, 0.020438 
female, 35, indUnk, Capricorn, 939.800000, 3.906068, 1.400000, 0.060682, 0.000000, 0.019950, 0.037406, 0.050707, 0.044888, 0.056525, 0.021613 
male, 17, Student, Libra, 817.666667, 3.969256, 1.000000, 0.048004, 0.000000, 0.017260, 0.014563, 0.038835, 0.032902, 0.043689, 0.003776 
male, 16, Student, Leo, 900.777778, 3.500432, 0.888889, 0.068221, 0.001727, 0.015544, 0.030656, 0.058290, 0.032815, 0.070380, 0.012090 
male, 17, Government, Libra, 869.500000, 4.025463, 0.500000, 0.039352, 0.000000, 0.043981, 0.039352, 0.027778, 0.083333, 0.032407, 0.025463 
male, 14, indUnk, Aquarius, 256.090909, 3.682353, 0.636364, 0.050980, 0.000000, 0.031373, 0.035294, 0.045752, 0.039216, 0.053595, 0.028758 
male, 23, Environment, Libra, 561.166667, 3.928821, 1.166667, 0.056009, 0.000000, 0.022170, 0.049008, 0.038506, 0.064177, 0.045508, 0.007001 
male, 43, Consulting, Leo, 1407.200000, 4.370186, 1.000000, 0.024845, 0.000000, 0.031677, 0.052174, 0.008075, 0.041615, 0.009938, 0.023602 
male, 24, Technology, Pisces, 542.000000, 4.063730, 0.500000, 0.051546, 0.000000, 0.026242, 0.047798, 0.038425, 0.045923, 0.044986, 0.017807 
female, 25, indUnk, Sagittarius, 464.666667, 3.767568, 0.888889, 0.071171, 0.001802, 0.024324, 0.031532, 0.052252, 0.058559, 0.069369, 0.014414 
female, 17, Fashion, Scorpio, 243.250000, 3.931313, 0.000000, 0.070707, 0.000000, 0.018182, 0.030303, 0.040404, 0.038384, 0.054545, 0.012121 
male, 26, Education, Virgo, 503.800000, 4.717228, 8.400000, 0.026217, 0.000000, 0.059925, 0.041199, 0.007491, 0.052434, 0.007491, 0.016854 
female, 46, indUnk, Aries, 2485.357143, 4.117264, 0.571429, 0.047450, 0.002367, 0.032777, 0.039640, 0.033251, 0.061650, 0.042244, 0.015264 
male, 16, Student, Virgo, 564.600000, 3.699869, 2.000000, 0.076016, 0.000000, 0.020970, 0.035387, 0.058978, 0.038008, 0.060288, 0.011796 
female, 24, Transportation, Sagittarius, 1163.400000, 3.993821, 1.200000, 0.059046, 0.000687, 0.024030, 0.043941, 0.041195, 0.050463, 0.044971, 0.016135 
male, 23, Manufacturing, Aries, 561.166667, 3.928821, 1.166667, 0.056009, 0.000000, 0.022170, 0.049008, 0.038506, 0.064177, 0.045508, 0.007001 
female, 25, BusinessServices, Taurus, 1080.666667, 3.887290, 0.333333, 0.059952, 0.000000, 0.023981, 0.039568, 0.050360, 0.057554, 0.056355, 0.017986 
male, 25, Technology, Gemini, 1515.000000, 4.037308, 1.250000, 0.037975, 0.000000, 0.029314, 0.053964, 0.023318, 0.049967, 0.025316, 0.016656 
female, 14, indUnk, Leo, 764.269231, 3.716290, 0.346154, 0.057415, 0.015336, 0.015710, 0.025435, 0.044137, 0.059286, 0.058163, 0.007294 
male, 23, Tourism, Leo, 1150.280000, 4.024350, 1.020000, 0.047021, 0.000245, 0.025400, 0.046706, 0.031837, 0.048490, 0.037330, 0.017318 
male, 14, Student, Taurus, 382.666667, 3.911414, 0.333333, 0.030664, 0.001704, 0.035775, 0.034072, 0.018739, 0.045997, 0.022147, 0.022147 
male, 15, indUnk, Aquarius, 783.500000, 3.898010, 1.333333, 0.052239, 0.004146, 0.020730, 0.026534, 0.038972, 0.052239, 0.050580, 0.009121 
female, 16, Technology, Taurus, 412.000000, 3.614035, 0.750000, 0.061404, 0.000000, 0.024123, 0.050439, 0.054825, 0.035088, 0.054825, 0.004386 
female, 16, indUnk, Aries, 618.222222, 4.094187, 0.444444, 0.048565, 0.002943, 0.027226, 0.052980, 0.019868, 0.035320, 0.020603, 0.022075 
male, 24, indUnk, Taurus, 588.285714, 3.863039, 1.142857, 0.062852, 0.001876, 0.035647, 0.042214, 0.053471, 0.046904, 0.059099, 0.013133 
male, 43, indUnk, Cancer, 951.500000, 4.177827, 2.000000, 0.052689, 0.000000, 0.027442, 0.069155, 0.038419, 0.036224, 0.039517, 0.029638 
male, 27, Technology, Gemini, 315.857143, 4.413174, 1.000000, 0.059880, 0.000000, 0.035928, 0.033932, 0.019960, 0.065868, 0.019960, 0.011976 
male, 23, Banking, Aries, 361.000000, 3.721649, 3.750000, 0.054124, 0.000000, 0.025773, 0.036082, 0.043814, 0.056701, 0.054124, 0.015464 
male, 17, Student, Sagittarius, 1313.300000, 4.088730, 0.900000, 0.052927, 0.000000, 0.034247, 0.028020, 0.038917, 0.044521, 0.041096, 0.020859 
male, 25, Telecommunications, Libra, 2643.200000, 4.150754, 1.400000, 0.030151, 0.000000, 0.024812, 0.067211, 0.020729, 0.054020, 0.027952, 0.016332 
female, 15, Student, Taurus, 312.315789, 3.678859, 0.473684, 0.057657, 0.000000, 0.020459, 0.040298, 0.043397, 0.065096, 0.058896, 0.011779 
female, 26, Education, Libra, 1368.166667, 3.973379, 1.166667, 0.067280, 0.000000, 0.019361, 0.033398, 0.057599, 0.034366, 0.058567, 0.011617 
female, 15, indUnk, Cancer, 599.333333, 3.596000, 2.666667, 0.056000, 0.010000, 0.034000, 0.026000, 0.052000, 0.056000, 0.058000, 0.008000 
female, 26, indUnk, Gemini, 1479.000000, 4.262248, 1.000000, 0.064841, 0.000000, 0.033141, 0.044669, 0.037464, 0.056196, 0.047550, 0.027378 
female, 14, Student, Cancer, 441.875000, 4.091435, 1.000000, 0.043981, 0.000000, 0.024306, 0.034722, 0.035880, 0.054398, 0.039352, 0.008102 
male, 13, Communications-Media, Taurus, 520.250000, 3.846580, 1.000000, 0.037893, 0.009242, 0.021257, 0.036044, 0.028651, 0.056377, 0.048983, 0.012939 
female, 15, indUnk, Taurus, 282.833333, 3.729670, 0.166667, 0.074725, 0.000000, 0.024176, 0.035165, 0.039560, 0.052747, 0.054945, 0.021978 
male, 27, Publishing, Pisces, 500.400000, 4.115132, 1.800000, 0.065789, 0.000000, 0.041118, 0.055921, 0.047697, 0.050987, 0.049342, 0.018092 
male, 17, indUnk, Pisces, 226.153846, 3.726236, 0.538462, 0.051965, 0.001267, 0.031686, 0.031686, 0.039290, 0.049430, 0.041825, 0.021546 
male, 42, Religion, Aries, 1782.000000, 4.513678, 0.000000, 0.033435, 0.000507, 0.044073, 0.055724, 0.011651, 0.039514, 0.013678, 0.027356 
male, 45, indUnk, Cancer, 1803.684211, 4.471555, 2.157895, 0.017354, 0.000000, 0.032229, 0.071112, 0.002088, 0.042537, 0.003132, 0.022443 
female, 17, indUnk, Virgo, 1140.000000, 3.814126, 0.888889, 0.064684, 0.002974, 0.024535, 0.025651, 0.055019, 0.029740, 0.071004, 0.012639 
male, 25, Student, Sagittarius, 3562.750000, 4.039399, 1.750000, 0.070295, 0.000000, 0.032596, 0.037698, 0.056689, 0.051871, 0.059807, 0.019841 
female, 15, Student, Pisces, 1731.375000, 4.076221, 0.250000, 0.062095, 0.000000, 0.036492, 0.046204, 0.049441, 0.043555, 0.065333, 0.014420 
female, 13, indUnk, Libra, 1761.250000, 4.088799, 0.250000, 0.029019, 0.000000, 0.029600, 0.038886, 0.014510, 0.047011, 0.017992, 0.021474 
female, 13, Student, Sagittarius, 643.333333, 3.982118, 0.777778, 0.041953, 0.000000, 0.026135, 0.037827, 0.033012, 0.032325, 0.039202, 0.012380 
male, 27, Technology, Taurus, 402.222222, 4.278960, 1.111111, 0.044917, 0.000000, 0.046099, 0.049645, 0.020095, 0.060284, 0.022459, 0.026005 
male, 35, Arts, Aries, 463.294118, 4.106361, 0.529412, 0.046403, 0.000521, 0.033368, 0.034932, 0.025026, 0.045881, 0.030240, 0.011470 
female, 17, Law, Taurus, 1011.333333, 3.607610, 1.222222, 0.081649, 0.003567, 0.018232, 0.016250, 0.075307, 0.050733, 0.090369, 0.010702 
female, 23, Advertising, Pisces, 2488.000000, 4.023720, 1.333333, 0.056065, 0.000000, 0.035580, 0.040431, 0.046361, 0.068464, 0.060377, 0.011860 
female, 24, indUnk, Libra, 612.833333, 3.979437, 1.166667, 0.056277, 0.000000, 0.025974, 0.028139, 0.036797, 0.066017, 0.040043, 0.019481 
female, 33, Consulting, Aries, 1455.666667, 3.767903, 1.666667, 0.060397, 0.000000, 0.012079, 0.038827, 0.050043, 0.055220, 0.072476, 0.017256 
female, 27, indUnk, Aquarius, 628.000000, 3.721481, 1.250000, 0.056296, 0.000000, 0.031111, 0.038519, 0.040000, 0.053333, 0.047407, 0.019259 
female, 14, indUnk, Aquarius, 425.833333, 3.583450, 0.666667, 0.068022, 0.016830, 0.020337, 0.024544, 0.037167, 0.056802, 0.054698, 0.007714 
female, 23, RealEstate, Virgo, 1053.500000, 4.282520, 1.250000, 0.037602, 0.002033, 0.035569, 0.038618, 0.021341, 0.058943, 0.030488, 0.028455 
female, 15, indUnk, Gemini, 916.500000, 3.826722, 2.500000, 0.033403, 0.002088, 0.020877, 0.033403, 0.025052, 0.041754, 0.027140, 0.010438 
female, 23, indUnk, Cancer, 853.400000, 3.833783, 1.600000, 0.073675, 0.000000, 0.026954, 0.046721, 0.067385, 0.047619, 0.079964, 0.015274 
male, 15, Automotive, Capricorn, 586.000000, 4.032110, 1.333333, 0.043578, 0.000000, 0.009174, 0.013761, 0.034404, 0.045872, 0.043578, 0.013761 
female, 38, indUnk, Aquarius, 735.933333, 4.780858, 1.666667, 0.014292, 0.000000, 0.037246, 0.055002, 0.002165, 0.068428, 0.002599, 0.028151 
female, 13, Student, Taurus, 275.285714, 3.635849, 1.000000, 0.054717, 0.024528, 0.015094, 0.018868, 0.041509, 0.020755, 0.050943, 0.003774 
female, 15, Student, Aries, 955.000000, 3.930041, 2.000000, 0.053498, 0.000000, 0.035665, 0.048011, 0.041152, 0.049383, 0.064472, 0.015089 
male, 27, Technology, Gemini, 739.750000, 3.993252, 1.000000, 0.048583, 0.002699, 0.036437, 0.026991, 0.035088, 0.051282, 0.052632, 0.009447 
female, 13, indUnk, Scorpio, 1160.000000, 3.959044, 2.000000, 0.043231, 0.000000, 0.012514, 0.032992, 0.034130, 0.051195, 0.042093, 0.007964 
female, 24, indUnk, Aries, 331.142857, 3.679365, 1.142857, 0.033333, 0.001587, 0.009524, 0.049206, 0.017460, 0.065079, 0.022222, 0.019048 
male, 44, Engineering, Virgo, 4087.142857, 4.529049, 1.714286, 0.033244, 0.000000, 0.042425, 0.061105, 0.013297, 0.060788, 0.014247, 0.032610 
female, 14, Student, Gemini, 458.428571, 3.762016, 1.285714, 0.053927, 0.000000, 0.017585, 0.025791, 0.048066, 0.072685, 0.057444, 0.018757 
female, 15, Student, Libra, 1905.000000, 3.932995, 0.727273, 0.060248, 0.000188, 0.031532, 0.031719, 0.049362, 0.050863, 0.058934, 0.015766 
female, 13, Student, Taurus, 897.833333, 3.388050, 1.500000, 0.092453, 0.001258, 0.015094, 0.027044, 0.074214, 0.016981, 0.094969, 0.010692 
male, 15, Military, Pisces, 332.650000, 4.089121, 0.350000, 0.051014, 0.001844, 0.033805, 0.021512, 0.035034, 0.059619, 0.043024, 0.015980 
male, 16, Student, Virgo, 950.000000, 3.838384, 1.500000, 0.082828, 0.002020, 0.018182, 0.038384, 0.028283, 0.070707, 0.042424, 0.020202 
female, 25, indUnk, Pisces, 624.909091, 3.863969, 0.818182, 0.051152, 0.000000, 0.025295, 0.029230, 0.030916, 0.032040, 0.042159, 0.015739 
male, 27, indUnk, Taurus, 3273.250000, 4.459469, 2.250000, 0.030995, 0.000000, 0.033719, 0.066076, 0.009196, 0.045640, 0.014646, 0.029632 
female, 16, Fashion, Scorpio, 495.342857, 3.911778, 0.228571, 0.057536, 0.000451, 0.015569, 0.027076, 0.045126, 0.032491, 0.057536, 0.010830 
female, 13, Fashion, Libra, 5126.333333, 4.295810, 0.000000, 0.037709, 0.000000, 0.028771, 0.037989, 0.023464, 0.043575, 0.027933, 0.012849 
male, 14, Student, Virgo, 2243.000000, 4.432806, 1.500000, 0.044466, 0.000000, 0.034585, 0.057312, 0.037549, 0.037549, 0.041502, 0.017787 
male, 17, Student, Aries, 472.357143, 3.815926, 0.500000, 0.077900, 0.000000, 0.035199, 0.035199, 0.065782, 0.039238, 0.069244, 0.020773 
female, 26, Fashion, Cancer, 813.000000, 3.916724, 0.857143, 0.068823, 0.000000, 0.034412, 0.042670, 0.050929, 0.051617, 0.062629, 0.020647 
female, 13, Student, Pisces, 644.000000, 3.694073, 1.500000, 0.046845, 0.006692, 0.016252, 0.023901, 0.021989, 0.020076, 0.029637, 0.016252 
female, 14, Student, Taurus, 458.666667, 3.713900, 0.000000, 0.013495, 0.004049, 0.008097, 0.013495, 0.008097, 0.022942, 0.010796, 0.006748 
female, 13, Student, Sagittarius, 1046.357143, 3.746547, 2.500000, 0.049616, 0.001535, 0.012532, 0.044757, 0.035806, 0.045269, 0.046547, 0.008440 
male, 17, Student, Scorpio, 902.500000, 4.065315, 0.500000, 0.076577, 0.000000, 0.033784, 0.027027, 0.069820, 0.054054, 0.072072, 0.018018 
female, 13, Education, Capricorn, 379.000000, 3.533800, 0.375000, 0.069930, 0.007382, 0.011655, 0.005051, 0.044678, 0.034965, 0.054390, 0.006605 
male, 41, indUnk, Leo, 996.333333, 3.487748, 2.666667, 0.074679, 0.000000, 0.019837, 0.025671, 0.058343, 0.070012, 0.063011, 0.024504 
female, 17, indUnk, Capricorn, 91.923077, 3.453757, 0.615385, 0.040462, 0.008671, 0.017341, 0.008671, 0.026012, 0.008671, 0.026012, 0.000000 
male, 16, Student, Sagittarius, 453.000000, 3.759336, 1.250000, 0.043568, 0.000000, 0.014523, 0.056017, 0.026971, 0.068465, 0.026971, 0.026971 
male, 17, Engineering, Aries, 1004.500000, 3.600358, 1.000000, 0.078853, 0.001792, 0.025090, 0.016129, 0.059140, 0.035842, 0.059140, 0.010753 
male, 15, indUnk, Libra, 701.166667, 4.297242, 0.166667, 0.042390, 0.001021, 0.034219, 0.059244, 0.023493, 0.048008, 0.027068, 0.022472 
male, 13, indUnk, Libra, 199.700000, 4.018109, 0.600000, 0.060362, 0.000000, 0.022133, 0.030181, 0.010060, 0.068410, 0.010060, 0.004024 
female, 16, indUnk, Pisces, 504.200000, 3.908527, 1.600000, 0.034109, 0.000000, 0.035659, 0.034109, 0.027907, 0.079070, 0.044961, 0.009302 
male, 24, Internet, Gemini, 1888.600000, 4.890212, 0.000000, 0.031072, 0.000000, 0.044019, 0.066805, 0.001554, 0.042983, 0.001554, 0.026411 
female, 17, indUnk, Virgo, 590.090909, 3.875224, 0.818182, 0.062090, 0.002985, 0.026269, 0.031045, 0.041791, 0.043582, 0.043582, 0.010149 
male, 42, InvestmentBanking, Aquarius, 312.111111, 4.589869, 1.111111, 0.034314, 0.000000, 0.029412, 0.058824, 0.009804, 0.055556, 0.011438, 0.026144 
female, 15, Student, Sagittarius, 929.000000, 3.671937, 2.000000, 0.069170, 0.000000, 0.015810, 0.039526, 0.059289, 0.049407, 0.084980, 0.011858 
male, 41, indUnk, Leo, 1196.500000, 4.140138, 1.500000, 0.048443, 0.000000, 0.036332, 0.032872, 0.043253, 0.067474, 0.043253, 0.020761 
female, 15, indUnk, Gemini, 423.571429, 3.404133, 0.714286, 0.057405, 0.009185, 0.006889, 0.011481, 0.032147, 0.030999, 0.036739, 0.006889 
male, 17, Student, Taurus, 614.833333, 4.412679, 0.500000, 0.037081, 0.000000, 0.038278, 0.043062, 0.025120, 0.041866, 0.025120, 0.019139 
male, 13, Non-Profit, Sagittarius, 455.090909, 3.824293, 4.000000, 0.041253, 0.002292, 0.017571, 0.026738, 0.029030, 0.048128, 0.042017, 0.009931 
male, 38, indUnk, Virgo, 920.857143, 4.785449, 14.214286, 0.028582, 0.000000, 0.042316, 0.050111, 0.010393, 0.054195, 0.013734, 0.022272 
female, 13, indUnk, Scorpio, 618.875000, 3.725357, 1.125000, 0.030098, 0.003762, 0.015801, 0.026336, 0.021821, 0.017306, 0.031603, 0.007524 
male, 17, Advertising, Leo, 290.200000, 3.290249, 1.400000, 0.174603, 0.006803, 0.022676, 0.009070, 0.065760, 0.018141, 0.077098, 0.004535 
female, 14, Student, Capricorn, 1428.000000, 3.688017, 1.600000, 0.082128, 0.004132, 0.024793, 0.020145, 0.063533, 0.049070, 0.080062, 0.009298 
